,Unnamed: 0,lemme,freqlemfilms2,nb_lettres,anagramme,def_1,def_2,def_3,def_4,def_5,def_6,def_7,def_8,def_9,def_10,def_11,def_12,def_13,def_14,def_15,def_16,def_17,def_18,def_19,def_20,def_21,def_22,def_23,def_24,def_25,def_26,def_27,def_28,def_29,def_30,def_31,def_32,def_33,def_34,def_35,def_36,def_37,def_38,def_39
5568,5569,sudoripare,0.14,10,roadipesur,(Didactique) Qui sécrète la sueur.,Féminin pluriel de sudoriparo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5569,5570,suralimenté,0.14,11,leréinmsatu,Participe passé masculin singulier du verbe suralimenter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5570,5571,surfin,0.14,6,ruifns,"Très fin, supérieur en finesse, en qualité.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,5572,susdit,0.14,6,itudss,(Style juridique) Nommé ci-dessus. ,Objet ou personne susdit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,5573,systémique,0.14,10,issmqétuey,Relatif à un système.,"(Agriculture) Qualifie un produit phytosanitaire qui est absorbé par la plante, véhiculé par la sève, et s’attaque aux parasites par l’intérieur de la plante.",(Par ellipse) (Agriculture) Produit phytosanitaire.,(Par ellipse) (Économie) Méthode d’analyse économique basée sur l’analyse par système.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,5574,talé,0.14,4,léat,Participe passé masculin singulier du verbe taler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,5575,thrace,0.14,6,tharec,"(Géographie) (Histoire) Qui concerne le peuple des Thraces, ayant vécu dans les Balkans entre le IIIe millénaire et le IIIe siècle avant J.C.","(Antiquité) Gladiateur armé d’un bouclier et d’un glaive recourbé, qui combattait contre les mirmillons.",(Linguistique) Langue morte indo-européenne parlée entre le IIIe millénaire et le Ve siècle après J.C.,"(Linguistique) Le terme peut parfois désigner informellement une langue vivante, l’albanais arvanite, une variante de l’albanais parlée par les Arvanites originaires de la région de la Thrace en Grèce. L’albanais arvanite désigne une langue également très proche de l’albanais tosk parlé en Albanie mais qu’en Grèce on désigne plutôt par « thrace alvanite », une expression souvent abrégée en thrace, bien que la région grecque actuelle parle plutôt le grec, et que la communauté arvanite soit disséminée en Grèce (notamment dans tout le Péloponnèse et à Athènes, ainsi que dans des pays voisins) et non spécifique à la région de Thrace actuelle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,5576,tonnant,0.14,7,onnttan,Qui tonne.,(Figuré) Qualifie une voix forte et éclatante.,Participe présent de tonner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,5577,triphasé,0.14,8,aptéshir,(Électricité) Qui a trois phases.,"(Électricité) Système de distribution de l’électricité utilisant trois conducteurs actifs (phases), plus éventuellement un neutre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,5578,ubuesque,0.14,8,busuueqe,"D’un comique grotesque et démesuré, poussé jusqu’à l’absurde.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,5579,variant,0.14,7,anirvat,Qui change souvent.,Participe présent de varier.,Variante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,5580,vasoconstricteur,0.14,16,cestorsoavurcnit,(Médecine) Qui permet de resserrer les vaisseaux sanguins.,(Médecine) Médicament qui permet la vasoconstriction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,5581,vauclusien,0.14,10,enuusvcali,Relatif au Vaucluse (département français) ou à ses habitants.,"Relatif à Fontaine-de-Vaucluse, commune française située dans le département du Vaucluse.","Relatif à Vaucluse, commune française située dans le département du Doubs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,5582,vibratile,0.14,9,veirtialb,"(Histoire naturelle) Qui peut vibrer, qui vibre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,5583,vipérin,0.14,7,vriénip,(Zoologie) Qui est relatif à la vipère.,Qui est venimeux.,(Figuré) Qualifie des propos méchants et calomnieux.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,5584,vociférant,0.14,10,vcoftnaéri,Qui vocifère.,Participe présent du verbe vociférer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,5585,xiphoïde,0.14,8,xieïhopd,"En forme de glaive, d'épée.",(Spécialement) (Anatomie) Appendice cartilagineux qui termine l’extrémité inférieure du sternum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,5586,zodiacal,0.14,8,zolidaca,(Astronomie) Qui appartient au zodiaque.,"(En particulier) Qualifie la lueur blanche en forme de cône, que l’on observe, après le coucher du soleil et avant son lever, dans le plan de l’écliptique.",(Astrologie) Relatif aux classifications de l’horoscope.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,5587,ébauché,0.14,7,aubéhéc,Participe passé masculin singulier du verbe ébaucher.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,5588,épicurien,0.14,9,iruépceni,Qui est partisan de la doctrine d’Épicure ; qui est conforme à cette doctrine.,"(Par hyperbole) Hédoniste, qui ne songe qu’au plaisir.",(Par substantivation) Celui qui est partisan de la doctrine d’Épicure.,"(Par hyperbole) Celui qui aime le plaisir, la jouissance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,5589,érogène,0.14,7,noegrèé,Qui est sexuellement excitable.,Qui provoque le plaisir sexuel ; qui est aphrodisiaque.,Qui est relatif au plaisir sexuel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,5590,adossé,0.13,6,dsasoé,"(Héraldique) (Rare) Se dit d’une main (gant, gantelet…) dont on voit le dos, par opposition à appaumé.",(Héraldique) Se dit du vol d’un animal ailé dont les ailes sont représentées dos à dos. À rapprocher d’adossés mais adossé (au singulier) ne s’applique pas à la disposition de plusieurs éléments mais à la conformation d’un seul.,Participe passé du verbe adosser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,5591,algorithmique,0.13,13,eghaqimoulitr,Domaine d'étude de la résolution de problèmes par la mise en œuvre de suites d’opérations élémentaires selon un processus défini aboutissant à une solution ; il ne faut pas la confondre avec la programmation informatique qui est sa mise en application.,Relatif à un algorithme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,5592,allègre,0.13,7,lealrèg,"Plein d’entrain, joyeux.",Première personne du singulier de l’indicatif présent du verbe allégrer.,Troisième personne du singulier de l’indicatif présent du verbe allégrer.,Première personne du singulier du subjonctif présent du verbe allégrer.,Troisième personne du singulier du subjonctif présent du verbe allégrer.,Deuxième personne du singulier de l’impératif du verbe allégrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,5593,ankylosé,0.13,8,salnkoyé,"(Médecine) Qui souffre d’ankylose, c’est à dire d’un arrêt complet ou incomplet du mouvement dans les jointures.",(Figuré) Engourdi.,"(Figuré) Fonctionnant au ralenti, engourdi, paralysé.",(Médecine) Participe passé masculin singulier du verbe ankyloser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,5594,apprêté,0.13,7,pêpétra,"Qui est trop travaillé, peu naturel, affecté.",Participe passé masculin singulier du verbe apprêter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,5595,aspiré,0.13,6,aréisp,(Linguistique) prononcé avec une aspiration audible,Participe passé masculin singulier du verbe aspirer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,5596,attablé,0.13,7,ttéabal,"Qui est installé à table, en particulier pour manger.",Participe passé masculin singulier du verbe attabler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,5597,auréolaire,0.13,10,aéuroialer,Qui imite une auréole.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,5598,autofocus,0.13,9,sfcoatouu,"Dispositif de mise au point automatique de certains systèmes optiques comme sur un appareil photo, permettant de régler la netteté du sujet.",(Par adjectivation) Doté d’un autofocus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,5599,basquais,0.13,8,uassibqa,"Relatif au Pays basque, originaire du Pays basque.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,5600,beatnik,0.13,7,ibnatek,"Membre de la Beat Generation, mouvement littéraire et artistique né dans les années 1950, aux États-Unis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,5601,berceur,0.13,7,reecurb,Qui berce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,5602,bourge,0.13,6,rgoeub,"Bourgeois, au sens moderne du terme.","(Péjoratif) désigne principalement des personnes qui exposent leur aisance matérielle et financière au travers de signes extérieurs de richesse tels que les voitures, les bijoux, ou encore ont un goût prononcé pour le luxe et le snobisme.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,5603,byzantin,0.13,8,tanbzniy,Relatif à Byzance.,Relatif à l’Empire romain d’Orient.,"(Théologie) Relatif à l'école de théologie de Byzance, et aux rites religieux spécifiques à cette église.","(Péjoratif) Qui est d’une subtilité excessive, compliqué à l’excès.","(Figuré) Discuté, incertain (par allusion aux disputes sur le « sexe des anges » qui occupaient les Byzantins alors que leur ville était assiégée par les Turcs).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,5604,bègue,0.13,5,èugbe,Qui bégaie de naissance. — Note :  On le dit seulement de ceux qui ne peuvent parler sans bégayer.,Personne atteinte de bégaiement persistant.,Première personne du singulier du présent de l’indicatif de béguer.,Troisième personne du singulier du présent de l’indicatif de béguer.,Première personne du singulier du présent du subjonctif de béguer.,Troisième personne du singulier du présent du subjonctif de béguer.,Deuxième personne du singulier de l’impératif de béguer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,5605,béarnais,0.13,8,biéanars,(Géographie) Relatif au Béarn.,"(Géographie) Relatif à Béarn, municipalité québécoise.","(Linguistique) Dialecte de la langue d’oc, variante du gascon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,5606,calorifique,0.13,11,iofeqclauri,(Physique) Qui produit la chaleur.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,5607,charbonnier,0.13,11,rbhineraonc,"Lieu où l’on fait, où l’on met le charbon.",(Marine) Bâtiment affecté au transport du charbon.,(Chasse) Terre où les cerfs frottent leurs bois.,(Histoire des techniques) Four où l’on brûlait la houille pour en retirer le soufre.,(Par ellipse) Variété de renard dont le pelage tire vers le noir.,(Mycologie) Synonyme de tricholome couleur de souris (espèce de champignons).,(Mycologie) Synonyme de tricholome prétentieux (espèce de champignons).,"(Ichtyologie) Espèce de poissons téléostéen, du genre Anoplopoma.","Celui, celle qui fait ou qui vend du charbon.",(Vieilli) (Administration) (Belgique) Mineur qui travaille aux mines de houille.,(Histoire des techniques) Celui qui conduit le fourneau.,"Relatif au charbon, qui produit du charbon.",(Zoologie) Dont le pelage ou le plumage tire sur le noir.,(Botanique) Qualifie les champignons dont le chapeau est brun foncé ou noir.,"Relatif à Charbonnier-les-Mines, commune française située dans le département du Puy-de-Dôme.","Relatif à Charbonnières, commune française située dans le département de l’Eure-et-Loir.",Charbonnier.,,,,,,,,,,,,,,,,,,,,,,
5607,5608,chicano,0.13,7,oicncah,(Péjoratif) Relatif à la diaspora mexicaine des États-Unis.,(Péjoratif) Mexicain des États-Unis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,5609,consanguin,0.13,10,anoinnucsg,"Qui est né du même père, par opposition à utérin.",Qui relie deux individus partageant un lien de parenté proche.,"(Droit) Sœur ou frère, nés du même père, mais non de la même mère.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,5610,consultatif,0.13,11,ailttscnufo,"(Administration) Que l’on consulte ; qui est institué pour donner des avis, des conseils sur certaines matières sans que ses avis aient force de décision.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,5611,contaminant,0.13,11,omntcaantin,"Tout agent biologique ou chimique, toute matière étrangère ou toute autre substance n'étant pas ajoutée intentionnellement aux produits alimentaires et pouvant compromettre la sécurité ou la salubrité.",Qui contamine.,Participe présent du verbe contaminer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,5612,contingent,0.13,10,gnocinettn,Qui est éventuel ; qui peut arriver ou ne pas arriver.,Qualifie une chose sur laquelle il ne faut pas compter.,Qualifie un être qui pourrait ne pas être.,Qualifie les propositions qui énoncent une chose qui peut être ou ne pas être.,Qualifie la part ou la portion qui peut appartenir à quelqu’un dans un partage.,"(Philosophie) Qui peut ne pas être, par opposition à « nécessaire ».",Part que chacun doit recevoir ou la part que chacun doit fournir.,(En particulier) Part des frais communs d’une société et auxquels chacun doit contribuer à proportion de l’intérêt qu’il y a.,(En particulier) (Militaire) Quantité de soldats qui est fournie par un pays.,(Par extension) La troupe de ces soldats.,(Tourisme) Capacité d’hébergement ou de transport attribuée par un prestataire à un tiers.,(Économie) Quota.,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,5613,corrupteur,0.13,10,orruuetcpr,"Celui, celle qui corrompt les mœurs, l’esprit, le langage, le goût, etc.",Qui corrompt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5613,5614,corruptible,0.13,11,urtelcrobpi,Qui est sujet à la corruption.,(Figuré) Qui peut se laisser corrompre pour faire quelque chose contre son devoir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,5615,coruscant,0.13,9,cnastcrou,"(Rare) Brillant, éclatant, étincelant.","(Par extension) (Littéraire) Qualifie un style qui se singularise par ses particularités lexicales, sa prédilection pour les vocables rares, archaïques, régionaux, dialectaux ou néologiques, ses manipulations du matériel grammatical et ses distorsions syntaxiques.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,5616,costal,0.13,6,satcol,(Anatomie) Qui a rapport aux côtes.,Variante de costel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,5617,cyclique,0.13,8,lcyueqci,"Qui suit un cycle, qui se reproduit à intervalles réguliers.",(Antiquité) Qui a rapport au cycle épique.,(Biochimie) Dont la molécule contient une ou plusieurs chaînes carboniques fermées (cycles).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,5618,cérémonial,0.13,10,rlénoéiamc,Usage réglé touchant les cérémonies religieuses ou politiques.,"(Par extension) Cérémonie, civilité que les particuliers observent les uns envers les autres.",(Vieilli) Variante de cérémoniel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,5619,différé,0.13,7,fdférié,Participe passé masculin singulier du verbe différer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,5620,discal,0.13,6,dlacsi,(Médecine) Relatif au disque intervertébral.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5620,5621,discrétionnaire,0.13,15,rosnniiaitédrce,"(Droit) Dont le pouvoir de décider est laissé à la discrétion, au jugement, au choix, à la préférence, à la volonté de quelqu'un.","(Par extension) Illimité, sans contrôle, en parlant d’un pouvoir.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,5622,disjoint,0.13,8,iodsnjti,Participe passé masculin singulier de disjoindre.,Troisième personne du singulier du présent de disjoindre.,"Qui n’est plus joint, collé ou rattaché à quelque chose.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,5623,distendu,0.13,8,eunddsit,Participe passé masculin singulier de distendre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,5624,débarqué,0.13,8,quréabéd,Transporté par mer avant d'être mis à terre → voir aéroporté.,"Qui a atteint un lieu, arrivé.","Personne qui vient de débarquer, arrivant.",Débarquement.,Impromptu.,Participe passé masculin singulier de débarquer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624,5625,démis,0.13,5,édmsi,Participe passé masculin (singulier ou pluriel) du verbe démettre.,Première personne du singulier du passé simple du verbe démettre.,Deuxième personne du singulier du passé simple du verbe démettre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,5626,départemental,0.13,13,etétlraepmadn,Relatif au département.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,5627,désaxé,0.13,6,sééxad,Qui n’est pas ou plus dans son axe.,Participe passé masculin singulier de désaxer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,5628,effaré,0.13,6,réfafe,"Hagard, stupéfait.","(Héraldique) Se dit d'un cheval debout sur ses pattes arrières et battant l’air des antérieures. À rapprocher d’acculé, cabré, effarouché, effrayé, forcené et furieux.",Participe passé masculin singulier du verbe effarer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,5629,empaqueté,0.13,9,atémpueeq,Participe passé masculin singulier du verbe empaqueter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,5630,encapuchonné,0.13,12,noccnuheapén,Participe passé masculin singulier du verbe encapuchonner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,5631,excédant,0.13,8,xdecntéa,"(Figuré) Qui excède moralement, très exaspérant, très usant.","(Vieilli) ou (Rare) Qui excède une limité donnée, excédentaire.",(Désuet) Variante orthographique de excédent.,Participe présent de excéder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,5632,filé,0.13,4,iélf,"(Textile) Fil de textile, recouvert de métal précieux.",Participe passé masculin singulier de filer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,5633,folique,0.13,7,elqfiuo,"Utilisé principalement dans la locution acide folique, vitamine du groupe B, présente notamment dans les feuilles vertes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,5634,frigorifié,0.13,10,éirigffoir,Participe passé masculin singulier du verbe frigorifier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,5635,fung,0.13,4,fugn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,5636,goûteux,0.13,7,oexuûgt,"Variante, dans l’orthographe traditionnelle, de gouteux (orthographe rectifiée de 1990).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,5637,grabataire,0.13,10,eraraibgat,Celui ou celle qui est malade et qui ne peut plus quitter son lit.,(Médecine) Qui est malade et qui reste dans son lit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,5638,géothermique,0.13,12,miéetouqhger,Relatif à la géothermie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,5639,immodeste,0.13,9,mdeeistmo,"Qui manque à la modestie, aux bienséances, à la pudeur.","Qui est contraire à la modestie, à la pudeur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,5640,immodéré,0.13,8,méirodmé,Qui manque de modération.,Qui dépasse la mesure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,5641,indicatif,0.13,9,ditacinfi,(Didactique) Qui indique.,"(Grammaire) Qui exprime l’état ou l’action d’une manière positive, certaine et absolue.",(Grammaire) Mode de conjugaison servant généralement à décrire un état ou une action.,(Audiovisuel) Courte séquence sonore qui permet l’identification d’une émission régulière.,(Télécommunications) Préfixe d'un opérateur téléphonique correspondant à sa situation géographique.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,5642,ineffaçable,0.13,11,iaefçlfebna,Qui ne peut être effacé.,(Figuré) Qu’on ne peut faire disparaître.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,5643,inexpugnable,0.13,12,bnlugeiaepxn,Qui ne peut être forcé ou être pris d’assaut.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,5644,injurieux,0.13,9,unuejiirx,Qui offense ; qui outrage.,(Vieilli) (Plus rare) Qui provoque des dommages ou du dégât.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,5645,interposé,0.13,9,éeiptnros,"Posé entre, intercalé, intermédiaire.",Participe passé masculin singulier de interposer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,5646,intraduisible,0.13,13,uanldiertisib,Qu’on ne peut traduire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,5647,intrinsèque,0.13,11,uetirèinsnq,Propre à une chose ; indépendant d'un jugement ou facteur externe.,"Qualifie la valeur qu’ont les objets indépendamment de toute convention, valeur de quelqu’un ou de quelque chose en soi et pour soi, indépendamment de son utilité.",(En particulier) Qualifie la valeur des pièces de monnaie par rapport à leur poids.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
